Process Name,Product Flow,Unit,Carbon Footprint (kg CO2 eq),Status
"apply fertilizer; no broadcast, directed sprayer, winter wheat; at farm","apply fertilizer; no broadcast, directed sprayer, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, corn; at farm","apply fertilizer; no broadcast, spot sprayer, corn; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, cotton; at farm","apply fertilizer; no broadcast, spot sprayer, cotton; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, oats; at farm","apply fertilizer; no broadcast, spot sprayer, oats; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, peanuts; at farm","apply fertilizer; no broadcast, spot sprayer, peanuts; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, rice; at farm","apply fertilizer; no broadcast, spot sprayer, rice; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, soybeans; at farm","apply fertilizer; no broadcast, spot sprayer, soybeans; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, spring wheat; at farm","apply fertilizer; no broadcast, spot sprayer, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; no broadcast, spot sprayer, winter wheat; at farm","apply fertilizer; no broadcast, spot sprayer, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, corn; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, corn; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, cotton; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, cotton; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, oats; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, oats; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, peanuts; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, peanuts; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, rice; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, rice; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, soybeans; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, soybeans; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, spring wheat; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, drawn broadcast sprayer, winter wheat; at farm","apply fertilizer; with incorporation, drawn broadcast sprayer, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, corn; at farm","apply fertilizer; with incorporation, fertilizer spreader, corn; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, cotton; at farm","apply fertilizer; with incorporation, fertilizer spreader, cotton; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, oats; at farm","apply fertilizer; with incorporation, fertilizer spreader, oats; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, peanuts; at farm","apply fertilizer; with incorporation, fertilizer spreader, peanuts; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, rice; at farm","apply fertilizer; with incorporation, fertilizer spreader, rice; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, soybeans; at farm","apply fertilizer; with incorporation, fertilizer spreader, soybeans; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, spring wheat; at farm","apply fertilizer; with incorporation, fertilizer spreader, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, fertilizer spreader, winter wheat; at farm","apply fertilizer; with incorporation, fertilizer spreader, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, corn; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, corn; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, cotton; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, cotton; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, oats; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, oats; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, peanuts; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, peanuts; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, rice; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, rice; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, soybeans; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, soybeans; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, spring wheat; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; with incorporation, self-propelled broadcast sprayer, winter wheat; at farm","apply fertilizer; with incorporation, self-propelled broadcast sprayer, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, corn; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, corn; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, cotton; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, cotton; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, oats; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, oats; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, peanuts; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, peanuts; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, rice; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, rice; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, soybeans; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, soybeans; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, spring wheat; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, drawn broadcast sprayer, winter wheat; at farm","apply fertilizer; without incorporation, drawn broadcast sprayer, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, corn; at farm","apply fertilizer; without incorporation, fertilizer spreader, corn; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, cotton; at farm","apply fertilizer; without incorporation, fertilizer spreader, cotton; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, oats; at farm","apply fertilizer; without incorporation, fertilizer spreader, oats; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, peanuts; at farm","apply fertilizer; without incorporation, fertilizer spreader, peanuts; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, rice; at farm","apply fertilizer; without incorporation, fertilizer spreader, rice; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, soybeans; at farm","apply fertilizer; without incorporation, fertilizer spreader, soybeans; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, spring wheat; at farm","apply fertilizer; without incorporation, fertilizer spreader, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, fertilizer spreader, winter wheat; at farm","apply fertilizer; without incorporation, fertilizer spreader, winter wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, corn; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, corn; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, cotton; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, cotton; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, oats; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, oats; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, peanuts; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, peanuts; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, rice; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, rice; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, soybeans; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, soybeans; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, spring wheat; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, spring wheat; at farm",ha,0.0,Success
"apply fertilizer; without incorporation, self-propelled broadcast sprayer, winter wheat; at farm","apply fertilizer; without incorporation, self-propelled broadcast sprayer, winter wheat; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, corn; at farm","apply liming materials; spreader and chisel plow, corn; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, cotton; at farm","apply liming materials; spreader and chisel plow, cotton; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, oats; at farm","apply liming materials; spreader and chisel plow, oats; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, peanuts; at farm","apply liming materials; spreader and chisel plow, peanuts; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, soybeans; at farm","apply liming materials; spreader and chisel plow, soybeans; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, spring wheat; at farm","apply liming materials; spreader and chisel plow, spring wheat; at farm",ha,0.0,Success
"apply liming materials; spreader and chisel plow, winter wheat; at farm","apply liming materials; spreader and chisel plow, winter wheat; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, corn; at farm","apply liming materials; spreader and tandem disks, corn; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, cotton; at farm","apply liming materials; spreader and tandem disks, cotton; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, oats; at farm","apply liming materials; spreader and tandem disks, oats; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, peanuts; at farm","apply liming materials; spreader and tandem disks, peanuts; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, soybeans; at farm","apply liming materials; spreader and tandem disks, soybeans; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, spring wheat; at farm","apply liming materials; spreader and tandem disks, spring wheat; at farm",ha,0.0,Success
"apply liming materials; spreader and tandem disks, winter wheat; at farm","apply liming materials; spreader and tandem disks, winter wheat; at farm",ha,0.0,Success
"apply pesticide; banded or side-dressed, corn; at farm","apply pesticide; banded or side-dressed, corn; at farm",ha,0.0,Success
"apply pesticide; banded or side-dressed, cotton; at farm","apply pesticide; banded or side-dressed, cotton; at farm",ha,0.0,Success
"apply pesticide; banded or side-dressed, peanuts; at farm","apply pesticide; banded or side-dressed, peanuts; at farm",ha,0.0,Success
"apply pesticide; banded or side-dressed, soybeans; at farm","apply pesticide; banded or side-dressed, soybeans; at farm",ha,0.0,Success
"apply pesticide; banded or side-dressed, winter wheat; at farm","apply pesticide; banded or side-dressed, winter wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, corn; at farm","apply pesticide; broadcast by air, corn; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, cotton; at farm","apply pesticide; broadcast by air, cotton; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, rice; at farm","apply pesticide; broadcast by air, rice; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, soybeans; at farm","apply pesticide; broadcast by air, soybeans; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, spring wheat; at farm","apply pesticide; broadcast by air, spring wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast by air, winter wheat; at farm","apply pesticide; broadcast by air, winter wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, corn; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, corn; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, cotton; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, oats; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, oats; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, peanuts; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, rice; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, rice; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, soybeans; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, soybeans; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, spring wheat; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, spring wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, drawn sprayer, winter wheat; at farm","apply pesticide; broadcast with incorporation, drawn sprayer, winter wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, corn; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, corn; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, cotton; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, oats; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, oats; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, peanuts; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, rice; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, rice; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, soybeans; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, soybeans; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, spring wheat; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, spring wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast with incorporation, self-propelled sprayer, winter wheat; at farm","apply pesticide; broadcast with incorporation, self-propelled sprayer, winter wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, corn; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, corn; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, cotton; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, peanuts; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, rice; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, rice; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, soybeans; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, soybeans; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, spring wheat; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, spring wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, drawn sprayer, winter wheat; at farm","apply pesticide; broadcast without incorporation, drawn sprayer, winter wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, corn; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, corn; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, cotton; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, peanuts; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, rice; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, rice; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, soybeans; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, soybeans; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, spring wheat; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, spring wheat; at farm",ha,0.0,Success
"apply pesticide; broadcast without incorporation, self-propelled sprayer, winter wheat; at farm","apply pesticide; broadcast without incorporation, self-propelled sprayer, winter wheat; at farm",ha,0.0,Success
"apply pesticide; chiseled or injected/knifed in, drawn sprayer, cotton; at farm","apply pesticide; chiseled or injected/knifed in, drawn sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; chiseled or injected/knifed in, drawn sprayer, peanuts; at farm","apply pesticide; chiseled or injected/knifed in, drawn sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; chiseled or injected/knifed in, self-propelled sprayer, cotton; at farm","apply pesticide; chiseled or injected/knifed in, self-propelled sprayer, cotton; at farm",ha,0.0,Success
"apply pesticide; chiseled or injected/knifed in, self-propelled sprayer, peanuts; at farm","apply pesticide; chiseled or injected/knifed in, self-propelled sprayer, peanuts; at farm",ha,0.0,Success
"apply pesticide; directed spray, corn; at farm","apply pesticide; directed spray, corn; at farm",ha,0.0,Success
"apply pesticide; directed spray, cotton; at farm","apply pesticide; directed spray, cotton; at farm",ha,0.0,Success
"apply pesticide; directed spray, oats; at farm","apply pesticide; directed spray, oats; at farm",ha,0.0,Success
"apply pesticide; directed spray, peanuts; at farm","apply pesticide; directed spray, peanuts; at farm",ha,0.0,Success
"apply pesticide; directed spray, rice; at farm","apply pesticide; directed spray, rice; at farm",ha,0.0,Success
"apply pesticide; directed spray, soybeans; at farm","apply pesticide; directed spray, soybeans; at farm",ha,0.0,Success
"apply pesticide; directed spray, spring wheat; at farm","apply pesticide; directed spray, spring wheat; at farm",ha,0.0,Success
"apply pesticide; directed spray, winter wheat; at farm","apply pesticide; directed spray, winter wheat; at farm",ha,0.0,Success
"apply pesticide; foliar, corn; at farm","apply pesticide; foliar, corn; at farm",ha,0.0,Success
"apply pesticide; foliar, cotton; at farm","apply pesticide; foliar, cotton; at farm",ha,0.0,Success
"apply pesticide; foliar, oats; at farm","apply pesticide; foliar, oats; at farm",ha,0.0,Success
"apply pesticide; foliar, peanuts; at farm","apply pesticide; foliar, peanuts; at farm",ha,0.0,Success
"apply pesticide; foliar, rice; at farm","apply pesticide; foliar, rice; at farm",ha,0.0,Success
"apply pesticide; foliar, soybeans; at farm","apply pesticide; foliar, soybeans; at farm",ha,0.0,Success
"apply pesticide; foliar, spring wheat; at farm","apply pesticide; foliar, spring wheat; at farm",ha,0.0,Success
"apply pesticide; foliar, winter wheat; at farm","apply pesticide; foliar, winter wheat; at farm",ha,0.0,Success
"apply pesticide; in irrigation water, corn; at farm","apply pesticide; in irrigation water, corn; at farm",ha,0.0,Success
"apply pesticide; in irrigation water, cotton; at farm","apply pesticide; in irrigation water, cotton; at farm",ha,0.0,Success
"apply pesticide; in irrigation water, peanuts; at farm","apply pesticide; in irrigation water, peanuts; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow diker, corn; at farm","apply pesticide; in seed furrow, furrow diker, corn; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow diker, cotton; at farm","apply pesticide; in seed furrow, furrow diker, cotton; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow diker, peanuts; at farm","apply pesticide; in seed furrow, furrow diker, peanuts; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow shaper, corn; at farm","apply pesticide; in seed furrow, furrow shaper, corn; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow shaper, cotton; at farm","apply pesticide; in seed furrow, furrow shaper, cotton; at farm",ha,0.0,Success
"apply pesticide; in seed furrow, furrow shaper, peanuts; at farm","apply pesticide; in seed furrow, furrow shaper, peanuts; at farm",ha,0.0,Success
"aviation fuel; Jet-A fuel surrogate, bioconversion of poplar biomass; at biorefinery; 45.5 MJ/kg","aviation fuel; Jet-A fuel surrogate, bioconversion of poplar biomass; at biorefinery; 45.5 MJ/kg",MJ,0.118406,Success
beef cattle finishing; CCF operation; at auction; LW,beef cattle; CCF operation; finishers and culls at auction; LW,kg,1.9467220144914639,Success
broiler production; national average production; at farm,broiler poultry; national average production; at farm,Item(s),0.28048933786928415,Success
calf production; cow-calf operation; at farm,calves; CCF operation; at farm,Item(s),7198.994588455371,Success
cattle feed production; produced on farm; production mix on farm,cattle feed; produced on farm; production mix; at farm,Item(s),2306191.6,Success
chicken hatchery; females for hatching egg production; at hatchery,baby female chickens; for hatching egg production; at hatchery,Item(s),0.0,Success
chicken hatchery; for broiler production; at hatchery,baby chickens; for broiler production; at hatchery,Item(s),0.0,Success
chicken hatchery; males for hatching egg production; at hatchery,baby male chickens; for hatching egg production; at hatchery,Item(s),0.0,Success
chlorotetracycline antibiotic; fermentation-batch processes; at processing plant,chlorotetracycline antibiotic; fermentation-batch pro- cesses; at processing plant,kg,0.0,Success
copper sulfate; chemical reaction process; at processing plant,copper sulfate; chemical reaction process; at processing plant,kg,0.0,Success
"corn grain production; dry processing; region 3, at farm",corn grain feed; dry processing; region 3; at farm,lb av,0.019104034949999998,Success
"corn grain production; dry processing; region 4, at farm",corn grain feed; dry processing; region 4; at farm,lb av,0.019283395950000004,Success
corn grain production; strip tillage; at farm; dry matter,corn grain feed; strip tillage; at farm; dry matter,t,0.0,Success
"corn grain storage; dry processing; regional mix, at farm",corn grain feed; dry processing; regional mix; at farm,kg,0.0,Success
corn grain; at harvest; at farm; wet basis,corn grain; at harvest; at farm; wet basis,kg,0.0001297564305380592,Success
corn silage production; strip tillage; at farm; dry matter,corn silage feed; strip tillage; at farm; dry matter,t,0.0,Success
cotton lint; at harvest; at farm; wet basis,cotton lint; at harvest; at farm; wet basis,kg,0.01713801443848956,Success
dead animal management (pigs); average mix; disposal at farm,dead animal management (pigs); average mix; disposal at farm,kg,0.0017472,Success
dicalcium phosphate; low-temperature endothermic process; at processing plant,dicalcium phosphate; low-temperature endothermic process; at processing plant,kg,0.0,Success
durum wheat; at harvest; at farm; wet basis,durum wheat; at harvest; at farm; wet basis,kg,0.0006584698608531226,Success
ethoxyquin; chemical reaction process; at processing plant,ethoxyquin; chemical reaction process; at processing plant,kg,0.0,Success
feed grade dry whey; from cheese production;at dairy plant;dry weight basis,feed grade dry whey; from cheese production;at dairy plant;dry weight basis,kg,13.026130045102732,Success
"feed ration milling; broiler breeder, hen consumption mix; at feed mill","feed ration; broiler breeder, hen consumption mix; at feed mill",Item(s),0.0,Success
"feed ration milling; broiler breeder, pullet consumption mix; at feed mill","feed ration; broiler breeder, pullet consumption mix; at feed mill",Item(s),0.0,Success
"feed ration milling; broiler breeder, rooster consumption mix; at feed mill","feed ration; broiler breeder, rooster consumption mix; at feed mill",Item(s),0.0,Success
feed ration milling; broiler consumption mix; at feed mill,feed ration; broiler consumption mix; at feed mill,Item(s),0.0,Success
"feed ration milling; primary breeder, breeding consumption mix; at feed mill","feed ration; primary breeder, breeding consumption mix; at feed mill",Item(s),0.0,Success
"feed ration milling; primary breeder, rearing consumption mix; at feed mill","feed ration; primary breeder, rearing consumption mix; at feed mill",Item(s),0.0,Success
feeder pig; deep pit manure mgmt; at farm,feeder pig; deep pit manure mgmt; at farm,Item(s),8.779811111111112,Success
fishmeal; indirect steam dried press cake; at plant; moisture content 5-10%,fishmeal; indirect steam dried press cake; at plant; moisture content 5-10%,kg,0.0,Success
galvanized nails; at manufacturer,galvanized nails; at manufacturer,kg,0.0,Success
gestation barn (pigs); tunnel ventilated; stalls with fully-slatted floors,gestation barn (pigs); tunnel ventilated; stalls with fully-slatted floors,Item(s),0.0,Success
gestation stall (pigs); galvanized,gestation stall (pigs); galvanized,Item(s),0.0,Success
grass pasture maintenance; forage for cattle; grazed on farm; dry matter,grass pasture; forage for cattle; grazed on farm; dry matter,t,21.725930463935423,Success
grow barn (pigs); tunnel ventilated; fully slatted floor,grow barn (pigs); tunnel ventilated; fully slatted floor,Item(s),0.0,Success
grow barn pen (pigs); galvanized,grow barn pen (pigs); galvanized,Item(s),0.0,Success
grow rations; mix with additives,grow rations; mix with additives,Item(s),0.0,Success
"harvest; combine with cart, durum wheat; at farm","harvest; combine with cart, durum wheat; at farm",ha,0.0,Success
"harvest; combine with cart, oats; at farm","harvest; combine with cart, oats; at farm",ha,0.0,Success
"harvest; combine with cart, rice; at farm","harvest; combine with cart, rice; at farm",ha,0.0,Success
"harvest; combine with cart, soybeans; at farm","harvest; combine with cart, soybeans; at farm",ha,0.0,Success
"harvest; combine with cart, spring wheat; at farm","harvest; combine with cart, spring wheat; at farm",ha,0.0,Success
"harvest; combine with cart, winter wheat; at farm","harvest; combine with cart, winter wheat; at farm",ha,0.0,Success
"harvest; combine, oats; at farm","harvest; combine, oats; at farm",ha,0.0,Success
